,X,player.x,pos.x,age.x,tm.x,g.x,mp.x,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,obpm,dbpm,bpm,vorp,mp.y,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,efgpercent,ftpercent,pts,FGM_0_5,FGA_0_5,FGP_0_5,FGM_5_9,FGA_5_9,FGP_5_9,FGM_10_14,FGA_10_14,FGP_10_14,FGM_15_19,FGA_15_19,FGP_15_19,FGM_20_24,FGA_20_24,FGP_20_24,FGM_25_29,FGA_25_29,FGP_25_29
127,127,James Harden,SG,28,HOU,72,2551,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,9.6,1.3,10.9,8.3,35.4,9,20.1,0.449,3.7,10,0.367,5.4,10.1,0.531,0.541,0.858,30.4,4,6.6,60.8,0.4,1.3,34.4,0.5,1.1,40.7,0.4,0.9,43.3,0.9,2.1,42.2,2.8,7.8,36.2
128,128,Maurice Harkless,SF,24,POR,59,1264,12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,1.6,1.7,3.2,-0.2,2,1.8,1.2,21.4,2.5,5,0.495,0.8,2,0.415,1.7,3,0.547,0.577,0.712,6.5,1.5,2.5,58,0.1,0.3,40,0,0,50,0,0.1,25,0.5,1.4,37.6,0.3,0.6,51.4
129,129,Montrezl Harrell,C,24,LAC,76,1293,24.7,0.647,0.013,0.405,8.9,17,13,10.1,1.4,3.4,9.5,23.8,4.3,1.3,5.5,2.4,0,2.4,1.5,17,4.6,7.2,0.635,0,0.1,0.143,4.6,7.1,0.641,0.636,0.626,11,3.8,5.3,71.4,0.6,1.3,45,0.2,0.3,46.2,0,0.2,25,0,0,0,0,0.1,25
130,130,Gary Harris,SG,23,DEN,67,2304,16.5,0.597,0.434,0.178,1.8,6.8,4.3,13,2.6,0.5,10.8,20.7,3.9,1.5,5.5,2.4,-1.5,0.9,1.7,34.4,6.6,13.6,0.485,2.3,5.9,0.396,4.2,7.7,0.553,0.57,0.827,17.5,2.7,4.1,66.8,0.4,0.9,41,0.5,1,48.5,0.4,1.1,38.2,1.3,3.3,39.6,1.2,3,39.6
131,131,Joe Harris,SG,26,BRK,78,1975,13.3,0.634,0.576,0.167,2.7,11.3,7,10.2,0.9,0.8,12,16.6,3,0.9,4,1.3,-1.2,0.1,1.1,25.3,3.9,8,0.491,1.9,4.6,0.419,2,3.4,0.589,0.612,0.827,10.8,1.6,2.5,63.1,0.2,0.4,56.3,0.1,0.2,42.9,0.1,0.2,28.6,0.7,2,37.7,1.2,2.6,45.6
132,132,Andrew Harrison,PG,23,MEM,56,1326,12.7,0.534,0.331,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,1,0.7,1.7,-0.9,-1.5,-2.5,-0.2,23.7,3.2,7.7,0.422,0.8,2.5,0.331,2.4,5.1,0.467,0.477,0.78,9.5,1.5,2.6,55.8,0.2,0.6,37.1,0.2,0.4,37.5,0.4,1,37.9,0.4,1.4,30.9,0.5,1.4,37
133,133,Josh Hart,SG,22,LAL,63,1461,12.2,0.596,0.525,0.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,-0.3,0.2,-0.1,0.7,23.2,2.8,6,0.469,1.2,3.1,0.396,1.6,2.8,0.551,0.573,0.702,7.9,1.3,2.1,63,0,0.1,28.6,0.1,0.2,30.8,0.1,0.3,31.6,0.6,1.3,46.3,0.7,1.9,35.3
134,134,John Henson,C,27,MIL,76,1970,15.7,0.582,0.014,0.315,9,21.5,15.3,8.6,1.1,4.7,12.8,15,2.8,2.2,4.9,-1.4,1.8,0.4,1.2,25.9,3.8,6.6,0.572,0,0.1,0.143,3.8,6.5,0.578,0.573,0.57,8.8,3,4.6,64.8,0.5,1.2,44.1,0.1,0.1,44.4,0.2,0.5,34.3,0.1,0.2,33.3,0,0,33.3
135,135,Mario Hezonja,SF,22,ORL,75,1657,13.7,0.544,0.433,0.17,2.7,16.1,9.3,10,2.4,1.5,11.5,19.9,0.5,1.8,2.3,-1,0.2,-0.8,0.5,22.1,3.6,8.2,0.442,1.2,3.6,0.337,2.4,4.7,0.523,0.515,0.819,9.6,1.6,2.6,61.7,0.3,0.6,39.6,0.2,0.4,41.9,0.2,0.6,34.1,0.5,1.5,31.8,1,2.5,38.8
136,136,Buddy Hield,SG,25,SAC,80,2024,16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,1.3,1.5,2.8,1.2,-1.4,-0.2,0.9,25.3,5.2,11.7,0.446,2.2,5.1,0.431,3,6.6,0.457,0.54,0.877,13.5,1.4,2.4,56.7,0.3,0.7,37,0.3,0.9,32.4,0.9,1.9,44.7,1.3,2.9,42.9,1.2,2.8,42.3
137,137,Nenê Hilário,C,35,HOU,52,758,16.4,0.594,0.008,0.448,8.1,18,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,-1.5,0.7,-0.8,0.2,14.6,2.6,4.6,0.569,0,0,0,2.6,4.6,0.574,0.569,0.636,6.5,2.1,3.4,61.7,0.2,0.4,52.2,0.1,0.3,37.5,0.2,0.4,47.6,0,0.1,0,0,0,0
138,138,Jrue Holiday,SG,27,NOP,81,2927,17.8,0.57,0.286,0.191,2.4,10.8,6.8,24.9,2,1.7,13.6,23.1,4.2,2.9,7.1,1.8,0.3,2.1,3,36.1,7.6,15.4,0.494,1.5,4.4,0.337,6.1,11,0.557,0.543,0.786,19,3.7,5.8,63.4,1,2.2,48,0.6,1.4,42.5,0.7,1.3,54.4,0.7,2.1,34.7,0.9,2.6,33.6
139,139,Justin Holiday,SG,28,CHI,72,2265,10.8,0.513,0.574,0.21,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,0.1,1.6,1.7,-1,-0.3,-1.3,0.4,31.5,4,10.9,0.371,2.2,6.2,0.359,1.8,4.6,0.387,0.474,0.823,12.2,0.8,1.7,48.8,0.1,0.4,31.3,0.2,0.7,30.2,0.4,1.1,36.3,1.5,3.8,39.8,0.9,3,30.5
140,140,Rondae Hollis-Jefferson,SF,23,BRK,68,1920,16.9,0.548,0.075,0.436,5.5,20,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2,4.1,-1.5,1.1,-0.4,0.8,28.2,5,10.6,0.472,0.2,0.8,0.241,4.8,9.9,0.491,0.481,0.788,13.9,2.8,5,56.4,0.7,2,34.3,0.9,1.8,47.5,0.5,1.1,45.9,0.2,0.6,26.8,0,0.2,21.4
141,141,Richaun Holmes,C,24,PHI,48,746,17.4,0.585,0.129,0.232,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,-0.2,1.9,1.7,0.7,15.5,2.8,5,0.56,0.1,0.6,0.129,2.7,4.4,0.624,0.568,0.661,6.5,2.2,3,74.3,0.3,0.6,41.9,0.2,0.4,36.8,0,0.2,18.2,0.1,0.3,20,0.1,0.4,15
142,142,Al Horford,C,31,BOS,72,2277,17.6,0.575,0.3,0.159,5,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4,3.8,7.8,1.1,2.9,4,3.5,31.6,5.1,10.5,0.489,1.3,3.1,0.429,3.8,7.3,0.514,0.553,0.783,12.9,1.9,2.9,67.5,0.8,1.9,40.7,0.5,1.4,37.3,0.4,0.9,49.2,0.5,1.2,39.5,1,2.2,44.1
143,143,Dwight Howard,C,32,CHO,81,2463,20.5,0.577,0.008,0.639,11,33.8,22.2,7.1,1,4.4,15.1,24.2,2.9,3.9,6.8,-2,1.7,-0.3,1.1,30.4,6.2,11.2,0.555,0,0.1,0.143,6.2,11.2,0.559,0.556,0.574,16.6,5,7.6,66,0.7,1.9,35.7,0.2,0.5,35.9,0.3,0.8,34.4,0.1,0.4,26.5,0,0,33.3
144,144,Josh Huestis,PF,26,OKC,69,982,5.4,0.417,0.632,0.11,4.6,13.9,9.1,2.7,0.8,4,12,9.5,-0.5,1,0.5,-4.6,0.7,-3.9,-0.5,14.2,0.9,2.6,0.33,0.5,1.7,0.287,0.4,1,0.403,0.42,0.3,2.3,0.3,0.8,42.9,0,0,100,0,0,0,0,0,0,0.3,1,30.9,0.2,0.8,26.9
145,145,Serge Ibaka,PF,28,TOR,76,2093,14.7,0.574,0.379,0.151,4.3,21,12.8,4.4,0.7,3.8,9.7,19.4,2.1,3,5.1,-0.8,0.6,-0.2,0.9,27.5,5,10.3,0.483,1.4,3.9,0.36,3.6,6.4,0.559,0.552,0.797,12.6,1.5,2.2,66.9,0.5,1.1,47.6,0.7,1.3,53.6,0.8,1.7,48.4,0.7,1.6,44.2,0.8,2.5,32.6
146,146,Andre Iguodala,SF,34,GSW,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,-0.7,0.9,0.2,0.9,25.3,2.3,5,0.463,0.5,1.8,0.282,1.8,3.2,0.567,0.514,0.632,6,1.3,1.8,74.6,0.1,0.3,22.7,0.1,0.3,40,0.2,0.6,35,0.2,0.7,27.9,0.4,1.2,31.6
147,147,Joe Ingles,SF,30,UTA,82,2578,14.4,0.623,0.646,0.116,1.1,13.9,7.6,22.9,1.8,0.7,17.4,15.9,4,3.6,7.6,2.1,1,3.1,3.3,31.4,4.1,8.8,0.467,2.5,5.7,0.44,1.6,3.1,0.516,0.609,0.795,11.5,1.2,1.9,61.7,0.2,0.5,36.8,0.1,0.3,36,0.1,0.2,30,1.3,3,44,1.3,2.8,44.8
148,148,Brandon Ingram,SF,20,LAL,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,-1.6,0.3,-1.3,0.4,33.5,6.1,12.9,0.47,0.7,1.8,0.39,5.4,11.1,0.483,0.497,0.681,16.1,3.5,5.8,59.8,0.2,1,18.3,0.4,1.3,31.6,1,2.3,42.2,0.7,1.6,45.3,0.3,0.9,35.8
149,149,Kyrie Irving,PG,25,BOS,60,1931,25,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31,6.3,2.7,8.9,6.9,-0.7,6.2,4,32.2,8.9,18.1,0.491,2.8,6.8,0.408,6.1,11.3,0.541,0.568,0.889,24.4,3.1,5.2,59.7,0.8,1.7,45.2,0.9,1.8,46.8,1.1,2.1,49.6,1.1,2.3,46,2.1,4.9,42.6
150,150,Wesley Iwundu,SF,23,ORL,62,1020,7.8,0.48,0.211,0.216,3.9,11,7.4,7.8,1.6,0.9,11.2,11.6,0,0.7,0.7,-3.7,0.2,-3.5,-0.4,16.5,1.5,3.5,0.427,0.1,0.7,0.196,1.4,2.8,0.488,0.447,0.723,3.7,1,1.6,60.8,0.1,0.4,33.3,0.1,0.4,40.9,0.1,0.3,30,0.2,0.7,25,0,0.2,6.7
151,151,Jarrett Jack,PG,34,NYK,62,1548,11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,-1.9,-1.7,-3.5,-0.6,25,3,7.1,0.427,0.4,1.4,0.291,2.6,5.8,0.459,0.455,0.84,7.5,0.7,1.3,53.7,0.6,1.1,52.2,0.4,1,40,0.5,1.4,37.5,0.5,1.3,39.5,0.3,0.9,33.3
152,152,Josh Jackson,SF,20,PHO,77,1959,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,-2,1.2,-0.7,-3.1,-1.2,-4.3,-1.1,25.4,5.1,12.1,0.417,0.7,2.8,0.263,4.3,9.3,0.464,0.448,0.634,13.1,2.8,4.9,55.9,0.6,1.6,38.7,0.3,1.2,29.2,0.4,1.2,37.8,0.5,1.6,33.3,0.4,1.6,22.8
153,153,Justin Jackson,SF,22,SAC,68,1506,9.2,0.521,0.442,0.086,2,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1,-2,-1.5,-3.5,-0.6,22.1,2.7,6.2,0.442,0.8,2.7,0.308,1.9,3.4,0.547,0.51,0.722,6.7,1,1.3,74.4,0.3,0.7,42,0.3,0.6,46.5,0.2,0.5,30.6,0.6,1.8,36.7,0.3,1.1,28.9
154,154,Reggie Jackson,PG,27,DET,45,1201,15.9,0.516,0.293,0.232,2.6,9,5.7,32.8,1.1,0.3,13.5,27.1,1.1,0.9,2,0.8,-2.3,-1.5,0.2,26.7,5.5,12.8,0.426,1.2,3.8,0.308,4.3,9.1,0.475,0.471,0.836,14.6,1.5,3,50.7,1.1,2.2,48.5,1,1.9,51.2,0.6,1.6,36.1,0.5,1.3,38.3,0.8,2.6,30.3
155,155,LeBron James,PF,33,CLE,82,3026,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,11,3,14,7.6,2,9.6,8.9,36.9,10.5,19.3,0.542,1.8,5,0.367,8.6,14.3,0.603,0.59,0.731,27.5,6.7,9,73.7,0.4,1.3,31.1,0.6,1.4,42.1,0.7,1.7,40.7,0.6,2.1,30.6,1.4,3.6,38.3
156,156,Al Jefferson,C,33,IND,36,484,20.2,0.563,0.014,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,0.8,0.8,1.6,-1.7,1.3,-0.5,0.2,13.4,3.1,5.8,0.534,0,0.1,0,3.1,5.7,0.541,0.534,0.833,7,1.3,2,61.6,0.7,1.4,51,0.7,1.1,63.2,0.5,1.2,39,0,0.2,16.7,0,0,0
157,157,Jonas Jerebko,PF,30,UTA,74,1134,13.2,0.586,0.46,0.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,1.8,1.6,3.4,-0.3,-0.3,-0.6,0.4,15.3,2.1,4.6,0.466,0.9,2.1,0.414,1.3,2.5,0.511,0.562,0.807,5.8,0.9,1.5,63.3,0.2,0.5,30,0.1,0.2,53.8,0,0.1,20,0.6,1.4,43.6,0.3,0.9,36.8
158,158,Amir Johnson,C,30,PHI,74,1171,14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2,4.1,-0.2,3.1,2.9,1.5,15.8,1.9,3.5,0.538,0.1,0.4,0.313,1.8,3.1,0.57,0.558,0.612,4.6,1.3,2.1,64.1,0.4,0.8,46.6,0,0.1,20,0,0.1,50,0.1,0.2,33.3,0.1,0.3,31.6
159,159,James Johnson,PF,30,MIA,73,1943,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5,0,1.7,1.7,1.8,26.6,4.2,8.4,0.503,0.8,2.5,0.308,3.5,5.9,0.587,0.55,0.698,10.8,2.6,3.9,65.6,0.4,0.8,50.8,0.2,0.4,46.7,0.2,0.6,40.5,0.5,1.4,32.4,0.4,1.2,29.9
160,160,Stanley Johnson,SF,21,DET,69,1894,9,0.48,0.418,0.259,1.9,13,7.3,8.5,2.5,0.7,11,16.4,-0.6,2.4,1.8,-2.6,1.1,-1.5,0.2,27.4,3,8.1,0.375,1,3.4,0.286,2.1,4.7,0.439,0.435,0.772,8.7,1.3,2.3,55.1,0.2,0.8,26.4,0.2,0.5,30.6,0.4,0.9,41.3,0.6,1.8,33.3,0.4,1.8,25.2
161,161,Tyler Johnson,PG,25,MIA,72,2052,13,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,-0.1,-0.1,-0.2,0.9,28.5,4.3,9.9,0.435,1.7,4.5,0.367,2.6,5.4,0.491,0.518,0.822,11.7,1.4,2.3,60.8,0.3,0.8,42.4,0.3,0.7,39.6,0.4,0.9,41.8,1,2.6,37.6,0.9,2.5,35.9
162,162,Wesley Johnson,SF,30,LAC,74,1486,9.8,0.512,0.481,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,-0.1,1.7,1.7,-2,2.3,0.3,0.9,20.1,2,5,0.408,0.8,2.4,0.339,1.2,2.6,0.471,0.489,0.741,5.4,0.5,0.9,60.9,0,0.1,28.6,0.1,0.3,40,0.4,0.9,41.8,0.8,2.1,35.9,0.2,0.8,32.1
163,163,Nikola Jokic,C,22,DEN,75,2443,24.4,0.603,0.277,0.31,9,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,4.8,2.3,7.1,5.6,32.6,6.7,13.5,0.499,1.5,3.7,0.396,5.2,9.7,0.538,0.554,0.85,18.5,2.9,4.7,61.3,1.1,2.2,49.4,0.6,1.3,46.9,0.5,1.1,45.6,0.8,1.9,42.4,0.9,2.3,37.4
164,164,Tyus Jones,PG,21,MIN,82,1467,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,2.3,1.2,3.6,0.8,-0.3,0.5,0.9,17.9,1.8,4,0.457,0.5,1.6,0.349,1.3,2.4,0.528,0.526,0.877,5.1,0.7,1.1,60.4,0.2,0.6,42.2,0.2,0.4,51.6,0.1,0.3,45.8,0.4,1,36.7,0.2,0.6,35.8
165,165,DeAndre Jordan,C,29,LAC,77,2424,20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.5,1.6,2.1,2.5,31.5,4.8,7.5,0.645,0,0,0,4.8,7.5,0.645,0.645,0.58,12,4.7,7,67,0.1,0.5,31.4,0,0,33.3,0,0,0,0,0,0,0,0,0
166,166,Cory Joseph,PG,26,IND,82,2210,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,-1.3,0.1,-1.2,0.5,27,3.1,7.4,0.424,0.8,2.3,0.353,2.3,5,0.457,0.479,0.745,7.9,0.8,1.5,52.4,0.3,0.5,54.5,0.4,0.9,41.4,0.7,1.7,43,0.4,1.2,33.3,0.5,1.5,35.8
167,167,Frank Kaminsky,PF,24,CHO,79,1835,14.4,0.545,0.383,0.271,2.7,14.5,8.5,11,1,0.9,7.6,20.5,2.3,1.3,3.6,0.3,-1.2,-0.9,0.5,23.2,3.9,9.1,0.429,1.3,3.5,0.38,2.6,5.6,0.459,0.501,0.799,11.1,1.2,2.1,59.1,0.7,1.7,38.4,0.5,1.1,44.2,0.2,0.6,27.1,0.2,0.7,32.8,1.1,2.8,39
168,168,Enes Kanter,C,25,NYK,71,1830,24,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1,1.7,13.3,21.8,5.5,2.1,7.6,2.4,0.1,2.5,2.1,25.8,5.9,10,0.592,0,0,0,5.9,10,0.594,0.592,0.848,14.1,4.5,6.9,65,0.9,1.9,48.5,0.3,0.6,45.7,0.3,0.6,45,0,0,0,0,0,0
169,169,Luke Kennard,SG,21,DET,73,1463,12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,-1.1,-0.4,-1.5,0.2,20,2.8,6.4,0.443,1.1,2.7,0.415,1.7,3.7,0.463,0.53,0.855,7.6,0.6,1.1,53.8,0.2,0.6,28.9,0.3,0.6,41.3,0.6,1.1,50.6,0.4,1,41.1,0.8,1.9,43.2
170,170,Michael Kidd-Gilchrist,SF,24,CHO,74,1850,12.5,0.536,0.004,0.305,4.8,13,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,-2,0.3,-1.7,0.1,25,3.8,7.6,0.504,0,0,0,3.8,7.5,0.505,0.504,0.684,9.2,2.3,3.5,64.2,0.3,1,35.2,0.4,0.8,41.9,0.7,1.8,40,0.1,0.4,32.3,0,0,0
171,171,Maxi Kleber,PF,26,DAL,72,1206,13.4,0.576,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,-1,1.2,0.2,0.7,16.8,2.1,4.3,0.489,0.6,1.8,0.313,1.5,2.5,0.613,0.553,0.746,5.4,1.2,1.8,67.4,0.1,0.2,61.5,0.1,0.2,50,0.1,0.3,33.3,0.4,1,37.7,0.2,0.9,25.4
172,172,Kyle Korver,SG,36,CLE,73,1574,13.4,0.652,0.777,0.149,0.7,10.9,5.9,8,1,1.5,9.6,16,2.8,0.6,3.4,2.2,-2,0.1,0.9,21.6,3,6.6,0.459,2.2,5.2,0.436,0.8,1.5,0.537,0.628,0.889,9.2,0.3,0.5,72.7,0,0.1,40,0.1,0.2,46.7,0.2,0.4,44.8,1,2.3,44.9,1.3,3.1,43
173,173,Kosta Koufos,C,28,SAC,71,1391,17.5,0.566,0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,-0.8,1.4,0.5,0.9,19.6,3.1,5.5,0.571,0,0,0,3.1,5.5,0.571,0.571,0.446,6.7,1.7,2.6,66.3,1,2.1,48.7,0.3,0.7,47.1,0,0,100,0,0,0,0,0,0
174,174,Kyle Kuzma,PF,22,LAL,77,2401,14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,1.5,2.3,3.8,-0.3,-1,-1.3,0.4,31.2,6.1,13.5,0.45,2.1,5.6,0.366,4,7.9,0.511,0.527,0.707,16.1,2.6,4.5,58.5,0.6,1.3,47.1,0.3,0.8,38.1,0.3,0.8,41.4,0.7,2.3,32.2,1.4,3.7,38.9
175,175,Skal Labissière,PF,21,SAC,60,1240,14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,0.4,1,1.4,-2.7,0.1,-2.6,-0.2,20.7,3.4,7.6,0.448,0.3,0.9,0.353,3.1,6.8,0.459,0.467,0.805,8.7,1.6,2.5,64.6,0.7,1.9,35.7,0.4,1,38.3,0.4,1.3,33.8,0.2,0.4,36,0.2,0.6,34.3
176,176,Jeremy Lamb,SG,25,CHO,80,1967,17,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3,1.9,4.9,1.2,-0.2,0.9,1.5,24.6,4.8,10.4,0.457,1.2,3.2,0.37,3.6,7.2,0.495,0.513,0.861,12.9,1.6,2.7,58.8,0.6,1.3,47.5,0.6,1.3,50.5,0.6,1.7,37.9,0.6,1.4,39.6,0.7,2,35.6
177,177,Shane Larkin,PG,25,BOS,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,-2.3,0.1,-2.2,0,14.4,1.6,4.1,0.384,0.6,1.6,0.36,1,2.5,0.398,0.454,0.865,4.3,0.6,1.2,50.8,0.1,0.2,45.5,0.1,0.2,36.4,0.1,0.6,22.6,0.3,0.9,34.8,0.4,1.1,35.1
178,178,Courtney Lee,SG,32,NYK,76,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.8,-0.7,0,1.2,30.4,4.5,9.9,0.454,1.5,3.7,0.406,3,6.3,0.482,0.529,0.919,12,1.2,1.9,62.6,0.3,0.7,40.7,0.6,1.2,47.8,0.7,1.6,44,1,2.4,39.8,0.8,2,37.5
179,179,Alex Len,C,24,PHO,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,-0.3,1.1,0.8,1,20.2,3.1,5.5,0.566,0,0,0.333,3.1,5.4,0.568,0.567,0.684,8.5,2.8,4.7,60.4,0.1,0.3,36.8,0.1,0.3,50,0,0.2,18.2,0,0.1,0,0,0,50
180,180,Caris LeVert,SF,23,BRK,71,1864,14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,-0.3,-0.2,-0.5,0.7,26.3,4.5,10.4,0.435,1.2,3.5,0.347,3.3,6.9,0.48,0.493,0.711,12.1,2.3,4.1,57.3,0.4,1.1,36.3,0.3,0.9,37.5,0.2,0.6,28.9,0.5,1.4,34,0.8,2.2,35
181,181,Damian Lillard,PG,27,POR,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,7.7,-1,6.7,5.9,36.6,8.5,19.4,0.439,3.1,8.6,0.361,5.4,10.8,0.501,0.519,0.916,26.9,3.2,6,53.4,0.5,1,48.6,0.5,1.3,39.8,0.8,1.6,49.1,0.9,2.5,36.7,2.5,6.6,38.2
182,182,Shaun Livingston,PG,32,GSW,71,1129,11.6,0.533,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,0.9,0.9,1.8,-2.6,-0.9,-3.5,-0.4,15.9,2.4,4.8,0.501,0,0.1,0,2.4,4.8,0.509,0.501,0.82,5.5,0.9,1.3,67,0.4,0.7,50,0.9,2,44.3,0.3,0.7,38.8,0,0.1,40,0,0,0
183,183,Kevon Looney,C,21,GSW,66,910,14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,1.5,1.3,2.8,-0.9,2.1,1.2,0.7,13.8,1.7,2.9,0.58,0,0.1,0.2,1.7,2.8,0.59,0.583,0.545,4,1.5,2.2,65.7,0.1,0.3,22.2,0.1,0.1,66.7,0.1,0.2,38.5,0,0.1,42.9,0,0,0
184,184,Brook Lopez,C,29,LAL,74,1735,16.5,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.3,0.2,0.5,1.1,23.4,5,10.7,0.465,1.5,4.4,0.345,3.5,6.3,0.549,0.536,0.703,13,1.8,2.6,70.8,0.9,2,46.6,0.5,1.2,40.7,0.2,0.5,41.2,0.5,1.1,41.5,1.1,3.3,32.2
185,185,Robin Lopez,C,29,CHI,64,1690,14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,-1.7,-0.3,-1.9,0,26.4,5.3,10.1,0.53,0.1,0.2,0.286,5.3,9.9,0.536,0.533,0.756,11.8,3,4.5,65.7,1.3,2.6,50.3,0.3,0.7,36.4,0.5,1.3,43.8,0.2,0.8,25.9,0,0.2,27.3
186,186,Kevin Love,C,29,CLE,59,1651,22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,2.7,-1.5,1.3,1.4,28,5.7,12.4,0.458,2.3,5.6,0.415,3.3,6.8,0.494,0.552,0.88,17.6,2.1,3.5,59.4,0.4,1,37.9,0.4,1.1,40.3,0.4,1,37.5,1,2.6,39.6,1.3,3.2,42.2
187,187,Kyle Lowry,PG,31,TOR,78,2510,19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,5.4,0.5,5.9,5,32.2,5.2,12.1,0.427,3.1,7.6,0.399,2.1,4.5,0.474,0.553,0.854,16.2,1.6,2.6,60.8,0.1,0.6,19.6,0.2,0.6,35.6,0.2,0.5,37.5,0.9,2.2,41.2,2.2,5.4,39.6
188,188,Timothé Luwawu-Cabarrot,SF,22,PHI,52,807,7,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,-2.3,-2.4,-4.7,-0.5,15.5,1.9,5.1,0.375,1,3,0.335,0.9,2.1,0.431,0.474,0.793,5.8,0.8,1.6,50.6,0,0.2,8.3,0,0,100,0,0.1,20,0.5,1.5,31.1,0.6,1.7,34.8
189,189,Trey Lyles,PF,22,DEN,73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,2.7,1.2,3.9,0.6,-1.4,-0.8,0.4,19.1,3.7,7.5,0.491,1.1,3,0.381,2.6,4.5,0.563,0.566,0.706,9.9,1.8,2.9,62.8,0.3,0.7,38.5,0.3,0.6,53.7,0.1,0.3,38.9,0.6,1.3,41.2,0.6,1.7,36.9
